end,start,task,text,video_id
145,136,325,add chili and tomatoes to the pot,JYzdSgVKWTA
160,145,325,add shrimp to the pot,JYzdSgVKWTA
102,87,207,slice potatos and cut into strips,CvSyuGqTrqk
113,103,207,fry potato slices in shallow oil pan,CvSyuGqTrqk
119,114,207,add salt and pepper to potatos,CvSyuGqTrqk
144,120,207,mix flour salt pepper and beer in bowl,CvSyuGqTrqk
160,145,207,slice white fish into uniform pieces,CvSyuGqTrqk
173,161,207,dip fish slices into batter,CvSyuGqTrqk
189,176,207,drop battered fish slices into oil,CvSyuGqTrqk
193,191,207,remove from oil and put on towel,CvSyuGqTrqk
226,194,207,remove potatos from pan and add to plate with fish,CvSyuGqTrqk
45,17,211,cut through the core of the cabbage into half remove the tough core and dice the cabbage,V9GsyAcKk_c
60,46,211,put the cabbage and diced potatoes in a pan and cover with water,V9GsyAcKk_c
75,61,211,add butter milk and onions to the pot,V9GsyAcKk_c
95,76,211,add some green onions add the cooked cabbage and potatoes and smash all the ingredients,V9GsyAcKk_c
128,100,112,place the cooked pasta in a large bowl add 1 cup of sweet corn,ijQMlWG0qd8
162,141,112,add a cup of mayonnaise and a large spoon of salad cream,ijQMlWG0qd8
180,163,112,add finely diced green onions green pepper red pepper yellow pepper and white onions into the bowl,ijQMlWG0qd8
225,181,112,add some pepper and mix all the ingredients and serve,ijQMlWG0qd8
31,6,124,use a spiral slicer to slice a steamed potato into spiral slices,5RZ2wO2IH54
52,48,124,dig a channel along the center of the potato,5RZ2wO2IH54
70,64,124,put a sausage into the channel,5RZ2wO2IH54
75,71,124,split the potato slices evenly around the sausage,5RZ2wO2IH54
86,76,106,heat water to boil and add a pinch of salt and olive oil,BByjyvBp6gI
98,87,106,boil the macaroni,BByjyvBp6gI
113,98,106,strain macaroni and rinse it with cold water,BByjyvBp6gI
138,118,106,mix butter and flour in a pan,BByjyvBp6gI
150,140,106,add half-and-half and keep stirring,BByjyvBp6gI
185,158,106,add cheese and stir,BByjyvBp6gI
275,223,106,combine macaroni sauce and cheese,BByjyvBp6gI
171,152,124,add steamed potatoes carrots and sweet potatoes to a food processor,4P4BriHZJm8
205,172,124,add some cilantro leaves onions mustard seeds garlic paprika soy sauce and salt,4P4BriHZJm8
273,258,124,add some flour to the food processor and blend the mixture,4P4BriHZJm8
333,318,124,shape the mixture into hot dogs with hand,4P4BriHZJm8
408,378,124,steam the hot dogs in a steamer,4P4BriHZJm8
453,443,124,fry the hot dogs in a pan with oil,4P4BriHZJm8
512,493,124,place hot dogs in pepper onion mustard and ketchup in a bun,4P4BriHZJm8
69,43,122,add the tomatoes tomato paste 2 cloves of garlic and dried oregano into the blender,XMX_DmycSY0
93,70,122,add coconut sugar cinnamon powder onion powder salt and pepper to taste into the blender,XMX_DmycSY0
121,94,122,add 2 cups of vegetable broth into the blender and blend it for a couple minutes,XMX_DmycSY0
176,129,122,pour it into a pot and bring it to a boil and let simmer,XMX_DmycSY0
245,210,122,drizzle milk and sprinkle parsley on top,XMX_DmycSY0
35,24,301,cut the chicken into pieces,7ghf2NpsdcM
58,41,301,mix cornstarch and water together,7ghf2NpsdcM
76,58,301,mix in wine soy sauce and sesame oil,7ghf2NpsdcM
90,77,301,coat the chicken in the marinade,7ghf2NpsdcM
139,100,301,chop the green onions garlic and peanuts,7ghf2NpsdcM
190,140,301,mix wine soy sauce sesame oil cornstarch water chili paste vinegar and brown sugar,7ghf2NpsdcM
224,190,301,add the green onions garlic water chestnuts and the peanuts to the sauce and mix,7ghf2NpsdcM
260,232,301,cook the chicken in a pan,7ghf2NpsdcM
282,262,301,mix the sauce with the chicken,7ghf2NpsdcM
135,115,223,put thyme parsley bay leaf and black pepper in a herb sachet and tie it,-lMphXmWvbk
152,137,223,place beef carrot garlic and the sachet in a big bowl,-lMphXmWvbk
167,153,223,add wine cover with cling film and place it in fridge,-lMphXmWvbk
225,196,223,drain the beef and season with salt pepper and flour,-lMphXmWvbk
261,233,223,add oil butter and the meat to a pot and cook,-lMphXmWvbk
289,265,223,take the meat out and cook the bacon and vegetables with oil and butter,-lMphXmWvbk
297,290,223,add tomato puree and brandy,-lMphXmWvbk
318,300,223,add the beef broth wine marinade stock and the sachet,-lMphXmWvbk
333,321,223,cover and put the pan in the oven,-lMphXmWvbk
360,334,223,fry the mushrooms with oil and butter in a pan,-lMphXmWvbk
368,360,223,add salt oil and butter,-lMphXmWvbk
392,381,223,fry the shallots with more butter,-lMphXmWvbk
411,395,223,combine everything and cook in the oven,-lMphXmWvbk
422,413,223,remove the sachet and garnish with parsley,-lMphXmWvbk
72,26,113,slice bread into 10 slices,OEguXgM-vbk
148,78,113,add cream cheese mayonnaise shredded chedar and mozzarella garlic powder and season salt,OEguXgM-vbk
192,149,113,spread onto slices of bread,OEguXgM-vbk
208,193,113,top with second slices of bread,OEguXgM-vbk
241,212,113,add butter to pan and place sandwiches on top,OEguXgM-vbk
246,242,113,flip when browned,OEguXgM-vbk
44,30,208,cut the onion into thin slices,BL8oJSnL4EE
50,44,208,place the onions in the pan,BL8oJSnL4EE
59,52,208,add the rosemary to the pan,BL8oJSnL4EE
79,66,208,place the sausages and oil in a pan,BL8oJSnL4EE
117,108,208,add gravy to the pot on onions,BL8oJSnL4EE
135,132,208,cook the pan of sausages in the oven,BL8oJSnL4EE
145,139,208,squeeze the mashed potatoes onto the plate,BL8oJSnL4EE
159,148,208,place the sausages on the mashed potatoes,BL8oJSnL4EE
174,162,208,pour gravy on top of the sausages,BL8oJSnL4EE
68,45,219,shred cabbage and carrots and blend in a food processor,Bc0CuJFFSeg
113,71,219,add salt and massage the vegetables,Bc0CuJFFSeg
142,118,219,add cabbage and spices to a crock and press firmly to the bottom,Bc0CuJFFSeg
160,148,219,use a jar of water to cover it,Bc0CuJFFSeg
200,161,219,push it down and seal the crock for 2 weeks,Bc0CuJFFSeg
70,60,404,add oil to a hot pan,9zqwA2munL0
80,72,404,slowly add a beated egg,9zqwA2munL0
115,105,404,julienne the noodles,9zqwA2munL0
131,120,404,add a little bit of oil and the noodles and shrimp to a wok,9zqwA2munL0
160,155,404,remove the shrimp and noodles,9zqwA2munL0
185,165,404,add the vegetables to the wok,9zqwA2munL0
210,195,404,add an egg to the wok,9zqwA2munL0
225,210,404,add rice noodles to the wok,9zqwA2munL0
252,240,404,add the shrimp back into the wok,9zqwA2munL0
265,253,404,add scallions to the wok,9zqwA2munL0
285,280,404,add curry sauce to the wok,9zqwA2munL0
33,19,104,mix mayonnaise with water and add 2 eggs,xHlBWc-7Kwo
36,34,104,whisk all together,xHlBWc-7Kwo
41,37,104,spread some butter on the nonstick skillet,xHlBWc-7Kwo
49,42,104,when the butter melts pour the eggs and stir them constantly till they cook,xHlBWc-7Kwo
64,50,104,plate the eggs and season with salt and pepper,xHlBWc-7Kwo
151,71,403,mix sugar lime jiuce tamarind vinegar fish sauce and sriracha together,Ns8su84olsQ
213,185,403,add oil garlic dried shrimp pickled radish to the wok,Ns8su84olsQ
238,215,403,add tofu chicken breast shrimp and egg to the wok,Ns8su84olsQ
259,246,403,push eggs around in the wok,Ns8su84olsQ
314,260,403,add rice noodles and fold together,Ns8su84olsQ
333,315,403,add sauce and stir,Ns8su84olsQ
380,334,403,add bean sprouts scallians peanuts and gently stir,Ns8su84olsQ
450,400,403,move pad tai from wok to plate and add the remaining bean sprouts scallions and peanuts to the plate,Ns8su84olsQ
51,31,311,remove the fat from the side of the salmon,RV0_DWkbjx8
60,52,311,cut the salmon into half the width of a nori sheet,RV0_DWkbjx8
92,64,311,cut the slice in half and remove a thin layer from the dark side,RV0_DWkbjx8
110,95,311,cut slivers of salmon lengthwise into rods,RV0_DWkbjx8
125,112,311,place the salmon slivers on a plate,RV0_DWkbjx8
10,7,215,bake patty shells in the oven and carve the center,Hu1-l8xvJjU
13,11,215,chop some garlic cloves,Hu1-l8xvJjU
17,14,215,melt butter in a pan,Hu1-l8xvJjU
22,18,215,add minced garlic and salt,Hu1-l8xvJjU
36,23,215,add wine basil pesto and salt,Hu1-l8xvJjU
47,37,215,add escargots and whipping cream and boil,Hu1-l8xvJjU
52,48,215,fill the shells with the mixture,Hu1-l8xvJjU
23,14,321,crush the cereal into crumbs,SVihYubF078
31,26,321,crack and beat the eggs,SVihYubF078
57,43,321,coat the chicken in the flour egg and crumbs,SVihYubF078
66,62,321,spray the chicken with cooking spray,SVihYubF078
80,70,321,bake the chicken in the oven,SVihYubF078
124,90,321,mix soy sauce vinegar hoisin sauce jam cornstarch and water,SVihYubF078
142,125,321,add oil pepper flakes garlic and ginger to a pan,SVihYubF078
153,146,321,pour the sauce into the pan,SVihYubF078
182,171,321,toss the chicken in the sauce,SVihYubF078
188,183,321,sprinkle sesame seeds and green onions on the chicken,SVihYubF078
123,120,324,boil the water,-geDRZmY-E8
136,125,324,chop the green onion,-geDRZmY-E8
153,136,324,slice the fish cake and pickled radish,-geDRZmY-E8
168,153,324,add the noodles and an egg to the boiling water,-geDRZmY-E8
200,176,324,add broth and water to a cup,-geDRZmY-E8
237,207,324,place the egg fish cake green onion and ika tenkasu on top of the noodles,-geDRZmY-E8
262,252,324,pour broth onto the noodles,-geDRZmY-E8
39,24,306,clean the prawn leaving the tail pieces and make 3 small slits,uXbkxyyOEr4
99,55,306,adds prawns fish sauce soy sauce teriyaki sauce sesame oil minced garlic to a bowl and mix,uXbkxyyOEr4
136,119,306,mix 100 gms of tempura mix flour with 160 ml of water whisk and prepare the batter,uXbkxyyOEr4
188,147,306,dip the prawns in the batter and bread crumbs and deep fry,uXbkxyyOEr4
207,197,306,remove the fried prawns and drain the excess oil using paper towel and serve,uXbkxyyOEr4
60,36,205,crush the tomatos,zJoy52YuVXs
70,63,205,mix in salt,zJoy52YuVXs
93,75,205,spread the sauce onto the dough,zJoy52YuVXs
114,94,205,add parmesan and mozzerella to the top of the pizza,zJoy52YuVXs
124,114,205,add basal leaves to the pizza,zJoy52YuVXs
152,124,205,cook the pizza in the oven,zJoy52YuVXs
158,154,205,drizzle olive oil on top,zJoy52YuVXs
38,32,107,cut large calamari into rings and put them in a bowl,PuOc9u9GjWU
60,52,107,squeeze half a lemon add salt to calamari mix and marinate for 15 minutes,PuOc9u9GjWU
76,61,107,add 75g plain flour 75g rice flour 1 tsp garlic powder tsp white pepper tsp salt marinated calamari and mix,PuOc9u9GjWU
79,77,107,take 1 beaten egg and 100g panko  japanese bread crumbs,PuOc9u9GjWU
126,80,107,dunk marinated calamari in beaten egg and then roll in bread panko and set aside,PuOc9u9GjWU
180,127,107,fry the ready calamari in medium high heat oil until golden brown in batches and serve hot with dipping,PuOc9u9GjWU
104,79,412,add oil and an egg to a hot wok and stir,_HYoidFnb5w
126,104,412,when the egg is cooked add shrimp and stir,_HYoidFnb5w
148,127,412,when the shrimp turns pink add rice and stir,_HYoidFnb5w
175,149,412,add onions pea carrots tomato cooking sauce and stir,_HYoidFnb5w
186,176,412,add green onions and stir,_HYoidFnb5w
85,75,303,open the tofu box and cut the tofu into small cubes,pPG5iylCGlA
98,86,303,marinate 4 ounce of minced pork adding 1 tsp minced ginger 1 tsp chopped green onion,pPG5iylCGlA
114,98,303,1 tsp soy sauce 1 tsp cooking wine 1 tsp corn starch and bit of olive oil mix,pPG5iylCGlA
157,123,303,heat some olive oil in a nonstick wok  marinated meat and saute for 5 minutes or until meat is done,pPG5iylCGlA
178,166,303,add 1 tbsp olive oil to wok add cup of chopped onion cup of bell pepper ginger garlic and cook,pPG5iylCGlA
202,181,303,add 2 tbsp of ground garlic some green onions cut into  inch pieces and chopped green onions and stir,pPG5iylCGlA
220,204,303,add 1  tbsp of chili bean sauce and stir for couple of minutes or until the onion is ready,pPG5iylCGlA
229,221,303,add some sichuan peppercorns and a few dried chili peppers and stir for about 2 minutes,pPG5iylCGlA
255,230,303,now add 10 ounces of diced tofu to it and stir gently and cook for 4-5 minutes,pPG5iylCGlA
262,256,303,add 1 tsp of cooking wine stir gently and cook,pPG5iylCGlA
283,263,303,taste a little bit of tofu and add little bit of soy sauce as per taste and mix gently,pPG5iylCGlA
306,284,303,add the cooked pork to it and stir gently to mix all the ingredients well,pPG5iylCGlA
318,307,303,add 1 tsp of sesame oil stir everything evenly and cook for some time,pPG5iylCGlA
325,319,303,transfer the dish to a serving bowl garnish with chopped green onions on top and serve,pPG5iylCGlA
18,16,115,add flour and corn meal to bowl,B09O9Nfwm_s
38,22,115,add salt sugar and baking powder,B09O9Nfwm_s
73,39,115,add 2 eggs and milk and mix,B09O9Nfwm_s
103,84,115,cut hotdogs in half and insert skewers,B09O9Nfwm_s
114,106,115,dip the hot dogs in the batter,B09O9Nfwm_s
135,116,115,fry hotdogs in oil,B09O9Nfwm_s
141,134,115,remove the corn dogs from the oil,B09O9Nfwm_s
67,8,109,add butter granulated garlic worcestershire sauce apple cider vinegar and hot sauce to pan and boil,X4DYlEkdEaQ
95,74,109,deep fry the chicken wings in hot oil,X4DYlEkdEaQ
120,97,109,pour the sauce over the fried wings and serve with celery sticks and blue cheese,X4DYlEkdEaQ
85,80,115,mix lemon juice and milk,TeB5y-QmIHY
92,87,115,pour oil into a pot,TeB5y-QmIHY
100,92,115,mix the cornmeal flour salt sugar and baking powder,TeB5y-QmIHY
106,100,115,mix in an egg and buttermilk with the batter,TeB5y-QmIHY
113,110,115,cut the hot dogs into pieces,TeB5y-QmIHY
124,116,115,coat the hot dogs in flour,TeB5y-QmIHY
130,124,115,insert sticks into the hot dogs,TeB5y-QmIHY
141,130,115,dip the hot dogs in the batter,TeB5y-QmIHY
164,158,115,dip the hot dogs in the oil,TeB5y-QmIHY
126,51,306,peel and devein the shrimp and place in a pan,Nxt9F9WjdcU
139,135,306,crack an egg into a bowl,Nxt9F9WjdcU
154,140,306,add kosher salt and white pepper to the bowl and mix,Nxt9F9WjdcU
182,155,306,add ice water and tempura flour to the bowl and mix,Nxt9F9WjdcU
197,190,306,add the remaining tempura flour to a pan,Nxt9F9WjdcU
212,206,306,pour oil onto a hot pan,Nxt9F9WjdcU
229,216,306,pour the batter into the pan,Nxt9F9WjdcU
249,230,306,coat the shrimp in flour and batter and place in oil,Nxt9F9WjdcU
252,250,306,remove the shrimp from the oil and place on a paper towel,Nxt9F9WjdcU
70,66,304,heat some oil in a pan,gB6Fd4D697s
156,115,304,cook the pork in the pan,gB6Fd4D697s
174,157,304,add carrot sticks to cook,gB6Fd4D697s
217,175,304,add green vegetable and onion to cook,gB6Fd4D697s
234,219,304,add udon noodles and stir to fry,gB6Fd4D697s
262,235,304,add a pinch of salt white pepper oyster sauce and soy sauce,gB6Fd4D697s
320,273,304,add in cabbage spring onion and bean sprouts and cook until everything is ready,gB6Fd4D697s
68,59,308,place the nori down with the textured side up,QRUXnp4mDUQ
86,69,308,spread a ball of rice onto the seaweed,QRUXnp4mDUQ
110,93,308,put a strip of lettuce and cucumber in the center,QRUXnp4mDUQ
120,112,308,scoop avocado and place in the center,QRUXnp4mDUQ
127,120,308,place a ball of spicy tuna in the middle,QRUXnp4mDUQ
139,128,308,tuck and roll the sushi,QRUXnp4mDUQ
145,140,308,lay the bamboo sheet over the top and squeeze,QRUXnp4mDUQ
161,155,308,cut the roll into five pieces,QRUXnp4mDUQ
27,20,201,cut chicken in half,0eCScMSsl_Y
44,38,201,add olive oil to a pan,0eCScMSsl_Y
51,45,201,beat one large egg stir it and add some salt in a bowl,0eCScMSsl_Y
64,54,201,add some panko bread crumbs salt and a little ground black pepper,0eCScMSsl_Y
72,65,201,dip the chicken into the egg and then into the panko,0eCScMSsl_Y
88,77,201,place the chicken in the pan with olive oil,0eCScMSsl_Y
115,105,201,spread some cheese on the cooked chicken,0eCScMSsl_Y
120,117,201,put the chicken into an oven,0eCScMSsl_Y
132,122,201,place sauce and chicken on the pasta,0eCScMSsl_Y
57,21,219,remove the outer leaves of cabbage and slice it up,lYsEShMFTaw
134,60,219,put the cabbage and salt in a bowl and massage it with hand,lYsEShMFTaw
308,161,219,put the cabbage in a jar and press firmly to the bottom,lYsEShMFTaw
315,313,219,put the lid,lYsEShMFTaw
369,321,219,open the jar and press the cabbage,lYsEShMFTaw
65,50,302,heat a skillet with oil and add the chopped onions ginger and garlic,iQjNhG92hr4
193,94,302,add salt red chili powder soy sauce add the chopped vegetables and saute lightly,iQjNhG92hr4
220,194,302,mix flour and water,iQjNhG92hr4
292,235,302,stuff the fried vegetables on the pastry sheet and roll it and seal it using the flour paste,iQjNhG92hr4
320,300,302,deep fry the rolls in hot oil,iQjNhG92hr4
63,50,305,chop a cabbage and remove the bottom,M8E0XaX0tR0
129,92,305,salt the cabbage,M8E0XaX0tR0
228,202,305,mix water  and flour in a pot and boil while whisking,M8E0XaX0tR0
273,233,305,chop green onions and dagon radish and put them in a bowl,M8E0XaX0tR0
284,278,305,grind garlic and ginger in a food processor,M8E0XaX0tR0
314,287,305,add some onion fish sauce sea salt and grind together,M8E0XaX0tR0
318,315,305,add the mixture to the bowl and put the mixture in it,M8E0XaX0tR0
351,318,305,add korean chili flakes and mix altogether,M8E0XaX0tR0
427,381,305,rinse the cabbage and put the mixture on each leaf,M8E0XaX0tR0
190,2,308,finely chop the tuna,svgC7Pcu3_0
251,190,308,put some spicy sauce on the tuna and mix well,svgC7Pcu3_0
291,251,308,slice avocado and put lemon juice on the slices,svgC7Pcu3_0
344,291,308,put nori paper on the bamboo mat and put the tuna filling in the center,svgC7Pcu3_0
425,344,308,add some avocado on the tuna and roll the sushi,svgC7Pcu3_0
